"","year","state_province","state","substate","territory_type","division","subdivision","agency","subagency","district","subdistrict","city","taluk","political_relations","area_sqmile","towns","villages","total_occupied_houses","occupied_houses_towns","occupied_houses_villages","occupied_houses_other","totalp","urbanp","ruralp","totalmale","urbanmale","ruralmale","totalfemale","urbanfemale","ruralfemale"
"465",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"nellore",NA,NA,NA,NA,7949,9,1621,307826,25798,282028,NA,1486222,123030,1363192,744322,61579,682743,741900,61451,680449
"466",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"cuddapah",NA,NA,NA,NA,5919,8,889,197526,17608,179918,NA,949397,86421,862976,483914,43804,440110,465483,42617,422866
"467",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"kurnool",NA,NA,NA,NA,7581,2,796,211415,10957,200458,NA,1024961,57922,967039,520238,29595,490643,504723,28327,476396
"468",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"bellary",NA,NA,NA,NA,5713,10,908,198410,32643,165767,NA,969774,166959,802815,493018,85810,407208,476756,81149,395607
"469",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"anantapur",NA,NA,NA,NA,6741,12,853,215487,23135,192352,NA,1050411,117421,932990,539534,60230,479304,510877,57191,453686
"470",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"madras",NA,NA,NA,NA,29,1,NA,73845,73845,NA,NA,647230,647230,NA,341223,341223,NA,306007,306007,NA
"471",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"chingleput",NA,NA,NA,NA,3091,17,2138,290601,43123,247478,NA,1655115,267794,1387321,837161,136440,700721,817954,131354,686600
"472",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"chittoor",NA,NA,NA,NA,5901,7,2254,273726,15787,257939,NA,1447103,83020,1364083,738325,41373,696952,708778,41647,667131
"473",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"north arcot",NA,NA,NA,NA,4648,22,1998,357772,52669,305103,NA,2266989,336918,1930071,1131610,166624,964986,1135379,170294,965085
"474",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"salem",NA,NA,NA,NA,7058,9,1782,517363,35774,481589,NA,2433972,194932,2239040,1211743,98108,1113635,1222229,96824,1125405
"475",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"coimbatore",NA,NA,NA,NA,7085,13,1103,493105,50177,442928,NA,2445064,277334,2167730,1218224,142819,1075405,1226840,134515,1092325
"476",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"south arcot",NA,NA,NA,NA,4208,16,2315,445272,42606,402666,NA,2454507,239022,2215485,1225072,119873,1105199,1229435,119149,1110286
"477",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"tanjore",NA,NA,NA,NA,3742,22,2511,486950,74473,412477,NA,2385920,396982,1988938,1143738,194014,949724,1242182,202968,1039214
"478",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"trichinopoly",NA,NA,NA,NA,4314,12,1060,394055,51723,342332,NA,1913245,270277,1642968,934867,135574,799293,978378,134703,843675
"479",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"madura",NA,NA,NA,NA,4912,19,1066,400439,69765,330674,NA,2195747,442386,1753361,1081437,221453,859984,1114310,220933,893377
"480",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"ramnad",NA,NA,NA,NA,4819,31,3565,374847,77538,297309,NA,1838955,393232,1445723,872177,188990,683187,966778,204242,762536
"481",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"tinnevelly",NA,NA,NA,NA,4315,33,966,474442,122592,351850,NA,2046907,524683,1522224,987159,253053,734106,1059748,271630,788118
"482",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"nilgiris",NA,NA,NA,NA,982,4,53,39150,12341,26809,NA,169330,54248,115082,91928,29220,62708,77402,25028,52374
"483",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"malabar",NA,NA,NA,NA,5794,8,1741,624008,39525,584483,NA,3533944,272426,3261518,1716138,136371,1579767,1817806,136055,1681751
"484",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"south kanara",NA,NA,NA,NA,4021,8,800,244232,19154,225078,NA,1372241,124722,1247519,663950,63599,600351,708291,61123,647168
"485",1931,"madras states",NA,NA,"british territory",NA,NA,NA,NA,"total",NA,NA,NA,NA,1593,11,503,92910,16050,76860,NA,453495,79381,374114,218146,38440,179706,235349,40941,194408
"486",1931,"madras states",NA,NA,"british territory",NA,NA,NA,NA,"pudukkottai",NA,NA,NA,NA,1179,9,426,81565,13921,67644,NA,400694,69395,331299,191134,33480,157654,209560,35915,173645
"487",1931,"madras states",NA,NA,"british territory",NA,NA,NA,NA,"banganapalle",NA,NA,NA,NA,256,1,57,8174,1149,7025,NA,39218,5760,33458,19985,2856,17129,19233,2904,16329
"488",1931,"madras states",NA,NA,"british territory",NA,NA,NA,NA,"sandur",NA,NA,NA,NA,158,1,20,3171,980,2191,NA,13583,4226,9357,7027,2104,4923,6556,2122,4434
"489",1931,"mysore state, including civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,29326,108,16483,1311445,205567,1105878,NA,6557302,1045042,5512260,3353963,546822,2807141,3203339,498220,2705119
"490",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,29312,107,16483,1289833,183955,1105878,NA,6423189,910929,5512260,3284554,477413,2807141,3138635,433516,2705119
"491",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"bangalore city",NA,NA,NA,NA,12,1,NA,34657,34657,NA,NA,172357,172357,NA,91680,91680,NA,80677,80677,NA
"492",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"bangalore district",NA,NA,NA,NA,2922,13,2478,176955,15631,161324,NA,908056,77990,830066,461905,39827,422078,446151,38163,407988
"493",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"kolar gold fields (city)",NA,NA,NA,NA,30,1,NA,19448,19448,NA,NA,85103,85103,NA,45051,45051,NA,40052,40052,NA
"494",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"kolar district",NA,NA,NA,NA,3161,11,2751,150993,13710,137283,NA,763934,70040,693894,389262,35766,353496,374672,34274,340398
"495",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"tumkar district",NA,NA,NA,NA,4082,10,2381,171184,12083,159101,NA,861405,61586,799819,439144,32182,406962,422261,29404,392857
"496",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"mysore city",NA,NA,NA,NA,10,1,NA,21715,21715,NA,NA,107142,107142,NA,56772,56772,NA,50370,50370,NA
"497",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"mysore district",NA,NA,NA,NA,5492,26,2709,291050,23526,267524,NA,1403984,115056,1288928,703838,58862,644976,700146,56194,643952
"498",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"chitaldrug district",NA,NA,NA,NA,4149,11,1239,124798,13369,111429,NA,656569,66451,590118,336786,34586,302200,319783,31865,287918
"499",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"hassan district",NA,NA,NA,NA,2635,12,2252,122435,10560,111875,NA,596937,52567,544370,300746,27525,273221,296191,25042,271149
"500",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"kadur district",NA,NA,NA,NA,2771,9,959,73649,7985,65664,NA,347715,39911,307804,184389,21328,163061,163326,18583,144743
"501",1931,"mysore state, excluding civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,"shimoga district",NA,NA,NA,NA,4048,12,1714,102949,11271,91678,NA,519987,62726,457261,274981,33834,241147,245006,28892,216114
"502",1931,"civil and military station, bangalore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,NA,21612,21612,NA,NA,134113,134113,NA,69409,69409,NA,64704,64704,NA
"503",1931,"North West Frontier Provinces",NA,NA,"north west frontier province",NA,NA,NA,NA,"total",NA,NA,NA,NA,36356,26,2830,486876,73790,413086,NA,4684364,386177,4298187,2528165,235126,2293039,2156199,151051,2005148
"504",1931,"North West Frontier Provinces",NA,NA,"north west frontier province",NA,NA,NA,NA,"districts",NA,NA,NA,NA,13518,26,2830,486876,73790,413086,NA,2425076,386177,2038899,1315818,235126,1080692,1109258,151051,958207
"505",1931,"North West Frontier Provinces",NA,NA,"north west frontier province",NA,NA,NA,NA,"hazara",NA,NA,NA,NA,3009,6,927,144233,8449,135784,NA,670117,41985,628132,358193,25520,332673,311924,16465,295459
"506",1931,"North West Frontier Provinces",NA,NA,"north west frontier province",NA,NA,NA,NA,"peshwar",NA,NA,NA,NA,2637,11,846,190174,41061,149113,NA,974321,216423,757898,538146,133499,404647,436175,82924,353251
"507",1931,"North West Frontier Provinces",NA,NA,"north west frontier province",NA,NA,NA,NA,"kohat",NA,NA,NA,NA,2703,2,281,44151,5321,38830,NA,236273,34350,201923,126210,21774,104436,110063,12576,97487
"508",1931,"North West Frontier Provinces",NA,NA,"north west frontier province",NA,NA,NA,NA,"bannu",NA,NA,NA,NA,1698,3,380,49763,7311,42452,NA,270301,38242,232059,145163,23420,121743,125138,14822,110316
"509",1931,"North West Frontier Provinces",NA,NA,"north west frontier province",NA,NA,NA,NA,"dera ismail khan",NA,NA,NA,NA,3471,4,396,58555,11648,46907,NA,274064,55177,218887,148106,30913,117193,125958,24264,101694
"510",1931,"North West Frontier Provinces",NA,NA,"agencies and tribal areas",NA,NA,NA,NA,NA,NA,NA,NA,NA,22838,NA,NA,NA,NA,NA,NA,2259288,NA,2259288,1212347,NA,1212347,1046941,NA,1046941
"511",1931,"North West Frontier Provinces",NA,NA,"agencies and tribal areas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46451,NA,46451,44635,NA,44635,1816,NA,1816
"512",1931,"North West Frontier Provinces",NA,NA,"agencies and tribal areas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2212837,NA,2212837,1167712,NA,1167712,1045125,NA,1045125
"513",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"malakand (dir, swat and chitral)",NA,NA,NA,NA,11383,NA,NA,NA,NA,NA,NA,902075,NA,902075,465470,NA,465470,436605,NA,436605
"514",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"malakand (dir, swat and chitral)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3390,NA,3390,2928,NA,2928,462,NA,462
"515",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"malakand (dir, swat and chitral)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898685,NA,898685,462542,NA,462542,436143,NA,436143
"516",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"khyber",NA,NA,NA,NA,962,NA,NA,NA,NA,NA,NA,263566,NA,263566,147908,NA,147908,115658,NA,115658
"517",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"khyber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16516,NA,16516,16452,NA,16452,64,NA,64
"518",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"khyber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247050,NA,247050,131456,NA,131456,115594,NA,115594
"519",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"kurram",NA,NA,NA,NA,739,NA,NA,NA,NA,NA,NA,63352,NA,63352,35395,NA,35395,27957,NA,27957
"520",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"kurram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4832,NA,4832,3682,NA,3682,1150,NA,1150
"521",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"kurram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58520,NA,58520,31713,NA,31713,26807,NA,26807
"522",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"north waziristan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93570,NA,93570,56325,NA,56325,37245,NA,37245
"523",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"north waziristan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13282,NA,13282,13154,NA,13154,128,NA,128
"524",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"north waziristan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80288,NA,80288,43171,NA,43171,37117,NA,37117
"525",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"south waziristan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108213,NA,108213,61264,NA,61264,46949,NA,46949
"526",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"south waziristan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6713,NA,6713,6711,NA,6711,2,NA,2
"527",1931,"North West Frontier Provinces",NA,NA,"agencies",NA,NA,NA,NA,"south waziristan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101500,NA,101500,54553,NA,54553,46947,NA,46947
"528",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"hazara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352400,NA,352400,190036,NA,190036,162364,NA,162364
"529",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"hazara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"hazara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352400,NA,352400,190036,NA,190036,162364,NA,162364
"531",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"peshwar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305410,NA,305410,162510,NA,162510,142900,NA,142900
"532",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"peshwar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"peshwar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305410,NA,305410,162510,NA,162510,142900,NA,142900
"534",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"kohat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128900,NA,128900,70200,NA,70200,58700,NA,58700
"535",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"kohat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"kohat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128900,NA,128900,70200,NA,70200,58700,NA,58700
"537",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"bannu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22160,NA,22160,11916,NA,11916,10244,NA,10244
"538",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"bannu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"bannu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22160,NA,22160,11916,NA,11916,10244,NA,10244
"540",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"dera ismail khan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19642,NA,19642,11323,NA,11323,8319,NA,8319
"541",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"dera ismail khan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1718,NA,1718,1708,NA,1708,10,NA,10
"542",1931,"North West Frontier Provinces",NA,NA,"tribal area under the political control of the deputy commissioner of",NA,NA,NA,NA,"dera ismail khan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17924,NA,17924,9615,NA,9615,8309,NA,8309
"543",1931,"punjab",NA,NA,NA,"total",NA,NA,NA,"total","total",NA,NA,NA,136261,222,50691,5943652,714299,5229353,NA,28490857,3521449,24969408,15561194,2065249,13495945,12929663,1456200,11473463
"544",1931,"punjab",NA,NA,NA,"total",NA,NA,NA,"total","total",NA,NA,NA,99200,177,34630,44966,44966,NA,NA,220974,220974,NA,146318,146318,NA,74656,74656,NA
"545",1931,"punjab",NA,NA,"british territory","total",NA,NA,NA,"total","total",NA,NA,NA,NA,NA,NA,4894035,607281,4286754,NA,23580852,3067464,20513388,12880510,1805872,11074638,10700342,1261592,9438750
"546",1931,"punjab",NA,NA,"british territory","total",NA,NA,NA,"total","total",NA,NA,NA,NA,NA,NA,14966,14966,NA,NA,220974,220974,NA,146318,146318,NA,74656,74656,NA
"547",1931,"punjab",NA,NA,"british territory","ambala division",NA,NA,NA,"total","total",NA,NA,NA,15055,40,6348,861413,116682,744731,NA,4077565,532855,3544710,2226856,303787,1923069,1850709,229068,1621641
"548",1931,"punjab",NA,NA,"british territory","ambala division",NA,NA,NA,"total","total",NA,NA,NA,NA,NA,NA,13023,13023,NA,NA,55486,55486,NA,33962,33962,NA,21524,21524,NA
"549",1931,"punjab",NA,NA,"british territory","ambala division",NA,NA,NA,"hissar",NA,NA,NA,NA,5213,6,963,177076,23928,153148,NA,899479,114198,785281,485690,63661,422029,413789,50537,363252
"550",1931,"punjab",NA,NA,"british territory","ambala division",NA,NA,NA,"rohtak",NA,NA,NA,NA,2471,7,722,158522,18024,140498,NA,805621,91481,714140,432855,50532,382323,372766,40949,331817
"551",1931,"punjab",NA,NA,"british territory","ambala division",NA,NA,NA,"gurgaon",NA,NA,NA,NA,2263,8,1358,157736,15756,141980,NA,740163,71895,668268,398513,39471,359042,341650,32424,309226
"552",1931,"punjab",NA,NA,"british territory","ambala division",NA,NA,NA,"karnal",NA,NA,NA,NA,3125,6,1380,185560,21299,164261,NA,852614,101999,750615,469870,56781,413089,382744,45218,337526
"553",1931,"punjab",NA,NA,"british territory","ambala division",NA,NA,NA,"ambala",NA,NA,NA,NA,1882,8,1723,171248,29475,141773,NA,742902,131764,611138,416411,77598,338813,326491,54166,272325
"554",1931,"punjab",NA,NA,"british territory","ambala division",NA,NA,NA,"ambala",NA,NA,NA,NA,NA,NA,NA,12072,12072,NA,NA,52220,52220,NA,31959,31959,NA,20261,20261,NA
"555",1931,"punjab",NA,NA,"british territory","ambala division",NA,NA,NA,"simla",NA,NA,NA,NA,101,5,202,11271,8200,3071,NA,36786,21518,15268,23517,15744,7773,13269,5774,7495
"556",1931,"punjab",NA,NA,"british territory","ambala division",NA,NA,NA,"simla",NA,NA,NA,NA,NA,NA,NA,951,951,NA,NA,3266,3266,NA,2003,2003,NA,1263,1263,NA
"557",1931,"punjab",NA,NA,"british territory","jullundur division",NA,NA,NA,"total",NA,NA,NA,NA,19396,29,6380,976259,98543,877716,NA,4606446,472595,4133851,2491638,274347,2217291,2114808,198248,1916560
"558",1931,"punjab",NA,NA,"british territory","jullundur division",NA,NA,NA,"total",NA,NA,NA,NA,NA,NA,NA,8291,8291,NA,NA,47415,47415,NA,30530,30530,NA,16885,16885,NA
"559",1931,"punjab",NA,NA,"british territory","jullundur division",NA,NA,NA,"kangra",NA,NA,NA,NA,9976,1,713,177159,1071,176088,NA,801312,6359,794953,415288,4154,411134,386024,2205,383819
"560",1931,"punjab",NA,NA,"british territory","jullundur division",NA,NA,NA,"kangra",NA,NA,NA,NA,NA,NA,NA,151,151,NA,NA,2383,2383,NA,1527,1527,NA,856,856,NA
"561",1931,"punjab",NA,NA,"british territory","jullundur division",NA,NA,NA,"hoshiarpur",NA,NA,NA,NA,2247,6,2099,233614,13362,220252,NA,1032187,57295,974892,551867,31542,520325,480320,25753,454567
"562",1931,"punjab",NA,NA,"british territory","jullundur division",NA,NA,NA,"jullundur",NA,NA,NA,NA,1431,8,1210,184728,27771,156957,NA,943721,140424,803297,512667,79134,433533,431054,61290,369764
"563",1931,"punjab",NA,NA,"british territory","jullundur division",NA,NA,NA,"jullundur",NA,NA,NA,NA,NA,NA,NA,2342,2342,NA,NA,14735,14735,NA,9798,9798,NA,4937,4937,NA
"564",1931,"punjab",NA,NA,"british territory","jullundur division",NA,NA,NA,"ludhiana",NA,NA,NA,NA,1452,4,851,144598,23259,121339,NA,672494,114059,558435,375560,67803,307757,296934,46256,250678
"565",1931,"punjab",NA,NA,"british territory","jullundur division",NA,NA,NA,"ferozepore",NA,NA,NA,NA,4290,10,1507,236160,33080,203080,NA,1156732,154458,1002274,636256,91714,544542,520476,62744,457732
"566",1931,"punjab",NA,NA,"british territory","jullundur division",NA,NA,NA,"ferozepore",NA,NA,NA,NA,NA,NA,NA,5798,5798,NA,NA,30297,30297,NA,19205,19205,NA,11092,11092,NA
"567",1931,"punjab",NA,NA,"british territory","lahore division",NA,NA,NA,"total",NA,NA,NA,NA,12353,40,8716,1168312,218921,943391,NA,5879075,1191113,4687962,3277661,720237,2557424,2601414,470876,2130538
"568",1931,"punjab",NA,NA,"british territory","lahore division",NA,NA,NA,"total",NA,NA,NA,NA,NA,NA,NA,9729,9729,NA,NA,51244,51244,NA,35403,35403,NA,15841,15841,NA
"569",1931,"punjab",NA,NA,"british territory","lahore division",NA,NA,NA,"lahore",NA,NA,NA,NA,2682,8,1121,290740,1104404,180336,NA,1378570,531480,847090,794389,333553,460836,584181,197927,386254
"570",1931,"punjab",NA,NA,"british territory","lahore division",NA,NA,NA,"lahore",NA,NA,NA,NA,NA,NA,NA,5907,5907,NA,NA,29672,29672,NA,20741,20741,NA,8931,8931,NA
"571",1931,"punjab",NA,NA,"british territory","lahore division",NA,NA,NA,"amritsar",NA,NA,NA,NA,1593,5,1036,212771,42561,170210,NA,1117120,296112,821008,621040,176382,444658,496080,119730,376350
"572",1931,"punjab",NA,NA,"british territory","lahore division",NA,NA,NA,"amritsar",NA,NA,NA,NA,NA,NA,NA,508,508,NA,NA,1630,1630,NA,1162,1162,NA,468,468,NA
"573",1931,"punjab",NA,NA,"british territory","lahore division",NA,NA,NA,"gurdaspur",NA,NA,NA,NA,1889,9,2243,193676,15306,178370,NA,970898,74658,896240,531935,42672,489263,438963,31986,406977
"574",1931,"punjab",NA,NA,"british territory","lahore division",NA,NA,NA,"gurdaspur",NA,NA,NA,NA,NA,NA,NA,1076,1076,NA,NA,4091,4091,NA,2705,2705,NA,1386,1386,NA
"575",1931,"punjab",NA,NA,"british territory","lahore division",NA,NA,NA,"sialkot",NA,NA,NA,NA,1578,6,2066,186758,20247,166511,NA,979617,134847,844770,537301,78286,459015,442316,56561,385755
"576",1931,"punjab",NA,NA,"british territory","lahore division",NA,NA,NA,"gujranwala",NA,NA,NA,NA,2309,7,1219,2239,2238,NA,NA,15851,15851,NA,10795,10795,NA,5056,5056,NA
"577",1931,"punjab",NA,NA,"british territory","lahore division",NA,NA,NA,"sheikhupura",NA,NA,NA,NA,2302,5,1031,148857,21357,127500,NA,736138,115912,620226,408606,66502,342104,327532,49410,278122
"578",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"total",NA,NA,NA,NA,21347,35,5480,135510,9046,126464,NA,696732,38104,658628,384390,22842,361548,312342,15262,297080
"579",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"total",NA,NA,NA,NA,NA,NA,NA,884981,81455,803526,NA,3914849,424025,3490824,2092622,248389,1844233,1822227,175636,1646591
"580",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"total",NA,NA,NA,NA,NA,NA,NA,11897,11897,NA,NA,55723,55723,NA,39104,39104,NA,16619,16619,NA
"581",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"gujrat",NA,NA,NA,NA,2250,5,1440,203660,11612,192048,NA,922427,57272,865155,498336,31388,466948,424091,25884,398207
"582",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"shahpur",NA,NA,NA,NA,4789,13,973,171922,22090,149832,NA,821490,107595,713895,445836,60878,384958,375654,46717,328937
"583",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"jhelum",NA,NA,NA,NA,2773,4,884,134222,9301,124921,NA,541076,48899,492177,282714,29611,253103,258362,19288,239074
"584",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"jhelum",NA,NA,NA,NA,NA,NA,NA,917,917,NA,NA,6233,6233,NA,5312,5312,NA,921,921,NA
"585",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"rawalpindi",NA,NA,NA,NA,2023,2,1170,145093,24757,120336,NA,634357,121264,513093,342771,77487,265284,291586,43777,247809
"586",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"rawalpindi",NA,NA,NA,NA,NA,NA,NA,9906,9906,NA,NA,43967,43967,NA,30273,30273,NA,13694,13694,NA
"587",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"attock",NA,NA,NA,NA,4117,7,615,139622,8919,130703,NA,583960,50858,533102,306949,28118,278831,277011,22740,254271
"588",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"attock",NA,NA,NA,NA,NA,NA,NA,1074,1074,NA,NA,5523,5523,NA,3519,3519,NA,2004,2004,NA
"589",1931,"punjab",NA,NA,"british territory","rawalpindi division",NA,NA,NA,"mianwali",NA,NA,NA,NA,5395,4,398,90462,4776,85686,NA,411539,38137,373402,216016,20907,195109,195523,17230,178293
"590",1931,"punjab",NA,NA,"british territory","multan division",NA,NA,NA,"total",NA,NA,NA,NA,31049,33,7706,1003070,91680,911390,NA,5102917,446876,4656041,2791733,259112,2532621,2311184,187764,2123420
"591",1931,"punjab",NA,NA,"british territory","multan division",NA,NA,NA,"total",NA,NA,NA,NA,NA,NA,NA,2026,2026,NA,NA,11106,11106,NA,7319,7319,NA,3787,3787,NA
"592",1931,"punjab",NA,NA,"british territory","multan division",NA,NA,NA,"montgomery",NA,NA,NA,NA,4518,4,1958,187596,11199,176397,NA,999772,52574,947198,552456,33640,518816,447316,18934,428382
"593",1931,"punjab",NA,NA,"british territory","multan division",NA,NA,NA,"lyallpur",NA,NA,NA,NA,3224,6,1241,201351,15609,185742,NA,1151351,85249,1066102,630749,53529,577220,520602,31720,488882
"594",1931,"punjab",NA,NA,"british territory","multan division",NA,NA,NA,"jhang",NA,NA,NA,NA,3452,5,981,135537,15182,120355,NA,664833,76963,587870,355671,41199,314472,309162,35764,273398
