"","year","state_province","state","substate","territory_type","division","subdivision","agency","subagency","district","subdistrict","city","taluk","political_relations","area_sqmile","towns","villages","total_occupied_houses","occupied_houses_towns","occupied_houses_villages","occupied_houses_other","totalp","urbanp","ruralp","totalmale","urbanmale","ruralmale","totalfemale","urbanfemale","ruralfemale"
"1",1931,"United Provinces of Agra and Oudh",NA,NA,"provinces",NA,NA,NA,NA,"united provinces",NA,NA,NA,NA,112191,450,111001,10394577,1260888,NA,9133689,49614833,5550759,44064074,26063177,3072580,22990597,23551656,2478179,21073477
"2",1931,"United Provinces of Agra and Oudh",NA,NA,"british total",NA,NA,NA,NA,"british territory",NA,NA,NA,NA,106248,441,105640,10142209,1235767,NA,8906442,48408763,5424621,42984142,25445006,3005148,22439858,22963757,2419473,20544284
"3",1931,"United Provinces of Agra and Oudh",NA,NA,"provinces",NA,NA,NA,NA,"agra province",NA,NA,NA,NA,82094,367,81311,7398844,1033806,NA,6365038,35613784,4499908,31113876,18805132,2489610,16315522,16808652,2010298,14798354
"4",1931,"United Provinces of Agra and Oudh",NA,NA,"division",NA,NA,NA,NA,"meerut division",NA,NA,NA,NA,9180,79,5934,1033587,188287,NA,845300,4907632,871067,4036565,2675930,496433,2179497,2231702,374634,1857068
"5",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"dehradun",NA,NA,NA,NA,1189,7,424,48895,14891,NA,34004,230247,64392,165855,137569,42912,94657,92678,21480,71198
"6",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"saharanpur",NA,NA,NA,NA,2133,15,1620,237292,48151,NA,189141,1043920,208504,835416,573810,118528,455282,470110,89976,380134
"7",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"muzaffarnagar",NA,NA,NA,NA,1654,14,909,183197,29014,NA,154183,894662,134710,759952,489306,75706,413600,405356,59004,346352
"8",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"meerut",NA,NA,NA,NA,2293,24,1458,322209,57860,NA,264349,1601918,288593,1313325,871267,164162,707105,730651,124431,606220
"9",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"bulandshahr",NA,NA,NA,NA,1911,19,1523,241994,38371,NA,203623,1136885,174868,962017,603978,95125,508853,532907,79743,453164
"10",1931,"United Provinces of Agra and Oudh",NA,NA,"division",NA,NA,NA,NA,"agra division",NA,NA,NA,NA,8638,71,6755,958647,177230,NA,781417,4498246,789061,3709185,2452301,438367,2013934,2045945,350694,1695251
"11",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"aligarh",NA,NA,NA,NA,1947,17,1779,250913,43632,NA,207281,1171745,198902,972843,636037,112022,524015,535708,86880,448828
"12",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"muttra",NA,NA,NA,NA,1450,16,838,142597,30415,NA,112182,668074,130947,537127,364292,71872,292420,303782,59075,244707
"13",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"agra",NA,NA,NA,NA,1849,12,1201,215287,66003,NA,149284,1048316,290592,757724,572958,161368,411590,475358,129224,346134
"14",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"mainpuri",NA,NA,NA,NA,1674,10,1400,164507,12284,NA,152223,749633,54504,695129,412600,30700,381900,337033,23804,313229
"15",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"etah",NA,NA,NA,NA,1718,16,1537,185343,24896,NA,160447,860478,114116,746362,466414,62405,404009,394064,51711,342353
"16",1931,"United Provinces of Agra and Oudh",NA,NA,"division",NA,NA,NA,NA,"rohilkhand division",NA,NA,NA,NA,10786,67,11523,1218734,199831,NA,1018903,5556105,990556,4565549,2991787,533556,2458231,2564318,457000,2107318
"17",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"bareilly",NA,NA,NA,NA,1579,12,1957,232011,38380,NA,193631,1072379,199439,872940,579860,108823,471037,492519,90616,401903
"18",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"bijnor",NA,NA,NA,NA,1793,15,2103,186153,39474,NA,146679,835469,188642,646827,443667,101714,341953,391802,86928,304874
"19",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"budaun",NA,NA,NA,NA,2010,12,1841,227070,25288,NA,201782,1010180,119497,890683,546519,63681,482838,463661,55816,407845
"20",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"moradabad",NA,NA,NA,NA,2289,15,2492,277184,57390,NA,219794,1284108,295042,989066,687850,158320,529530,596258,136722,459536
"21",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"shahjahanpur",NA,NA,NA,NA,1766,7,2096,196194,25953,NA,170241,905131,124344,780787,493101,67058,426043,412030,57286,354744
"22",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"pilibhit",NA,NA,NA,NA,1349,6,1034,100122,13346,NA,86776,448838,63592,385246,240790,33960,206830,208048,29632,178416
"23",1931,"United Provinces of Agra and Oudh",NA,NA,"division",NA,NA,NA,NA,"allahabad division",NA,NA,NA,NA,10189,37,10065,1110081,209760,NA,900321,5016352,686075,4330277,2691877,387881,2303996,2324475,298194,2026281
"24",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"farrukhabad",NA,NA,NA,NA,1643,10,1635,189576,24555,NA,165021,877392,114342,763050,480178,62020,418158,397214,52322,344892
"25",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"etawah",NA,NA,NA,NA,1689,7,1493,159453,16167,NA,143286,746005,72706,673299,413071,39642,373429,332934,33064,299870
"26",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"cawnpore",NA,NA,NA,NA,2368,5,1977,282849,113330,NA,169519,1212253,252721,959532,669817,148950,520867,542436,103771,438665
"27",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"fatehpur",NA,NA,NA,NA,1642,4,1427,150448,6519,NA,143929,688789,32153,656636,361406,17340,344066,327383,14813,312570
"28",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"allahabad",NA,NA,NA,NA,2847,11,3533,327755,49189,NA,278566,1491913,214153,1277760,767405,119929,647476,724508,94224,630284
"29",1931,"United Provinces of Agra and Oudh",NA,NA,"division",NA,NA,NA,NA,"jhansi division",NA,NA,NA,NA,10470,28,4125,495128,74102,NA,421026,2244895,279398,1965497,1160832,148219,1012613,1084063,131179,952884
"30",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"jhansi",NA,NA,NA,NA,3619,12,1329,152460,33280,NA,119180,690413,145431,544982,357551,77482,280069,332862,67949,264913
"31",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"jalaun",NA,NA,NA,NA,1549,5,850,89272,21406,NA,67866,426022,47389,378633,223326,25171,198155,202696,22218,180478
"32",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"hamirpur",NA,NA,NA,NA,2438,5,800,114307,9543,NA,104764,502689,42988,459701,257028,22031,234997,245661,20957,224704
"33",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"banda",NA,NA,NA,NA,2864,6,1146,139089,9873,NA,129216,625771,43590,582181,322927,23535,299392,302844,20055,282789
"34",1931,"United Provinces of Agra and Oudh",NA,NA,"division",NA,NA,NA,NA,"benares division",NA,NA,NA,NA,9544,38,12425,911482,110639,NA,800843,4778919,530017,4248902,2424328,285949,2138379,2354591,244068,2110523
"35",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"benares",NA,NA,NA,NA,1093,5,2111,192249,42649,NA,149600,1016378,213150,803228,525030,118889,406141,491348,94261,397087
"36",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"mirzapur",NA,NA,NA,NA,4368,7,2815,165630,21718,NA,143912,788409,84833,703576,394465,44862,349603,393944,39971,353973
"37",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"jaunpur",NA,NA,NA,NA,1550,7,3184,246531,13795,NA,232736,1236071,64887,1171184,612908,34599,578309,623163,30288,592875
"38",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"ghazipur",NA,NA,NA,NA,1302,10,2439,138467,17023,NA,121444,824971,90561,734410,422857,46820,376037,402114,43741,358373
"39",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"ballia",NA,NA,NA,NA,1231,9,1876,168605,15454,NA,153151,913090,76586,836504,469068,40779,428289,444022,35807,408215
"40",1931,"United Provinces of Agra and Oudh",NA,NA,"division",NA,NA,NA,NA,"gorakhpur division",NA,NA,NA,NA,9565,33,19453,1360347,58327,NA,1302020,7217162,285991,6931171,3695749,157293,3538456,3521413,128698,3392715
"41",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"gorakhpur",NA,NA,NA,NA,4534,17,7632,656528,34326,NA,622202,3567561,161083,3406478,1830288,89726,1740562,1737273,71357,1665916
"42",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"basti",NA,NA,NA,NA,2819,3,6969,390151,7643,NA,382508,2076024,39508,2036516,1067501,22338,1045163,1010523,17170,993353
"43",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"azamgarh",NA,NA,NA,NA,2219,13,4852,313668,16368,NA,297300,1571577,85400,1486177,797960,45229,752731,773617,40171,733446
"44",1931,"United Provinces of Agra and Oudh",NA,NA,"division",NA,NA,NA,NA,"kumaun division",NA,NA,NA,NA,13722,14,11031,305838,15620,NA,290218,1394473,67743,1326730,712328,41912,670416,682145,25831,656314
"45",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"nainital",NA,NA,NA,NA,2721,8,1442,62119,11013,NA,51106,277286,47464,229822,162337,28999,133338,114949,18465,96484
"46",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"almora",NA,NA,NA,NA,5389,3,5066,127577,3335,NA,124242,583302,13460,569842,292004,8267,283737,291298,5193,286105
"47",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"garhwal",NA,NA,NA,NA,5612,3,4523,116142,1272,NA,114870,533885,6819,527066,257987,4646,253341,275898,2173,273725
"48",1931,"United Provinces of Agra and Oudh",NA,NA,NA,NA,NA,NA,NA,"oudh",NA,NA,NA,NA,24154,74,24329,2748365,201961,NA,2546404,12794979,924713,11870266,6639874,515538,6124336,6155105,409175,5745930
"49",1931,"United Provinces of Agra and Oudh",NA,NA,"division",NA,NA,NA,NA,"lucknow division",NA,NA,NA,NA,12040,40,10186,1269124,131537,NA,1137587,5856543,600542,5256001,3114469,336165,2778304,2742074,264377,2477697
"50",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"lucknow",NA,NA,NA,NA,967,6,934,178133,69871,NA,108262,787472,299830,487642,432865,172430,260435,354607,127400,227207
"51",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"unao",NA,NA,NA,NA,1787,6,1687,188211,8779,NA,179432,855700,42771,812929,452825,23632,429193,402875,19139,383736
"52",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"rae bareli",NA,NA,NA,NA,1749,4,1733,219142,9038,NA,210104,974127,40750,933377,493730,21791,471939,480397,18959,461438
"53",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"sitapur",NA,NA,NA,NA,2246,8,2335,247967,15498,NA,232469,1167139,73564,1093575,621993,40564,581429,545146,33000,512146
"54",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"hardoi",NA,NA,NA,NA,2323,10,1895,235322,19121,NA,216201,1127626,98013,1029613,608391,52551,555840,519235,45462,473773
"55",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"kheri",NA,NA,NA,NA,2968,6,1602,200349,9230,NA,191119,944479,45614,898865,504665,25197,479468,439814,20417,419397
"56",1931,"United Provinces of Agra and Oudh",NA,NA,"division",NA,NA,NA,NA,"fyzabad division",NA,NA,NA,NA,12114,34,14143,1479241,70424,NA,1408817,6938436,324171,6614265,3525405,179373,3346032,3413031,144798,3268233
"57",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"fyzabad",NA,NA,NA,NA,1723,8,2746,254224,24201,NA,230023,1204789,108242,1096547,610051,61364,548687,594738,46878,547860
"58",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"gonda",NA,NA,NA,NA,2842,8,2803,313396,14458,NA,298938,1576003,67170,1508833,806532,36846,769686,769471,30324,739147
"59",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"bahraich",NA,NA,NA,NA,2639,3,1873,238208,10724,NA,227484,1136348,53019,1083329,592716,28675,564041,543632,24344,519288
"60",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"sultanpur",NA,NA,NA,NA,1712,1,2477,232599,2695,NA,229904,1051284,11334,1039950,519311,6831,512480,531973,4503,527470
"61",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"partabgarh",NA,NA,NA,NA,1442,4,2185,202980,4191,NA,198789,906233,18872,887361,441992,10046,431946,464241,8826,455415
"62",1931,"United Provinces of Agra and Oudh",NA,NA,"district",NA,NA,NA,NA,"bara banki",NA,NA,NA,NA,1756,10,2059,237834,14155,NA,223679,1063779,65534,998245,554803,35611,519192,508976,29923,479053
"63",1931,"United Provinces of Agra and Oudh",NA,NA,"states total",NA,NA,NA,NA,"states",NA,NA,NA,NA,5943,9,5361,252368,25121,NA,227247,1206070,126138,1079932,618171,67432,550739,587899,58706,529193
"64",1931,"United Provinces of Agra and Oudh",NA,NA,"pstates",NA,NA,NA,NA,"rampur",NA,NA,NA,NA,893,4,1080,104137,18220,NA,85917,465225,91245,373980,250618,48473,202145,214607,42772,171835
"65",1931,"United Provinces of Agra and Oudh",NA,NA,"pstates",NA,NA,NA,NA,"tehri-garhwal",NA,NA,NA,NA,4180,NA,2918,74471,NA,NA,74471,349573,NA,349573,173317,NA,173317,176256,NA,176256
"66",1931,"United Provinces of Agra and Oudh",NA,NA,"pstates",NA,NA,NA,NA,"benares",NA,NA,NA,NA,870,5,1363,73760,6901,NA,66859,391272,34893,356379,194236,18959,175277,197036,15934,181102
"67",1931,"ajmer merwara",NA,NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,2711,5,747,122213,37778,84435,NA,560292,180199,380093,296081,98874,197207,264211,81325,182886
"68",1931,"ajmer merwara",NA,NA,NA,NA,NA,NA,NA,"ajmer city",NA,NA,NA,NA,NA,1,NA,23534,23534,NA,NA,119524,119524,NA,66014,66014,NA,53510,53510,NA
"69",1931,"ajmer merwara",NA,NA,NA,NA,NA,NA,NA,"ajmer district",NA,NA,NA,NA,NA,1,267,42053,4080,37973,NA,191107,21397,169710,100399,11861,88538,90708,9536,81172
"70",1931,"ajmer merwara",NA,NA,NA,NA,NA,NA,NA,"kekri sub division",NA,NA,NA,NA,NA,2,160,24898,2627,22271,NA,113287,10936,102351,58330,5692,52638,54957,5244,49713
"71",1931,"ajmer merwara",NA,NA,NA,NA,NA,NA,NA,"beawar tehsil",NA,NA,NA,NA,NA,1,233,20840,7537,13303,NA,87643,28342,59301,46132,15307,30825,41511,13035,28476
"72",1931,"ajmer merwara",NA,NA,NA,NA,NA,NA,NA,"todgarh tehsil",NA,NA,NA,NA,NA,NA,87,10888,NA,10888,NA,48731,NA,48731,25206,NA,25206,23525,NA,23525
"73",1931,"andaman and nicobar islands",NA,NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,3143,NA,239,5710,NA,5710,NA,29463,NA,29463,19702,NA,19702,9761,NA,9761
"74",1931,"andamans",NA,NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,2508,NA,90,4267,NA,4267,NA,19223,NA,19223,14258,NA,14258,4965,NA,4965
"75",1931,"andamans",NA,NA,NA,NA,NA,NA,NA,"port blair",NA,NA,NA,NA,473,NA,74,3863,NA,3863,NA,17345,NA,17345,12715,NA,12715,4630,NA,4630
"76",1931,"andamans",NA,NA,NA,NA,NA,NA,NA,"rest of andamans",NA,NA,NA,NA,2035,NA,16,404,NA,404,NA,1878,NA,1878,1543,NA,1543,335,NA,335
"77",1931,"nicobars",NA,NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,635,NA,149,1443,NA,1443,NA,10240,NA,10240,5444,NA,5444,4796,NA,4796
"78",1931,"assam",NA,"assam",NA,"assam",NA,NA,NA,"total",NA,NA,NA,NA,67834,30,85726,NA,1898734,64489,NA,1834245,9247857,315917,8931940,4844133,184456,4659677,4403724,131461
"79",1931,"assam",NA,"british territory",NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,55014,29,32879,NA,1771295,43646,NA,1727649,8622251,213421,8408830,4537206,135320,4401886,4085045,78101
"80",1931,"assam",NA,"british territory",NA,"surma valley and hill division",NA,NA,NA,NA,NA,NA,NA,NA,24170,10,15299,NA,763397,13687,NA,749710,3708047,72017,3636030,1893144,45934,1867210,1794903,26083
"81",1931,"assam",NA,"british territory",NA,"surma valley and hill division",NA,NA,NA,"cachar",NA,NA,NA,NA,3862,2,1607,NA,122963,2962,NA,120001,570531,15071,465460,301338,9707,291631,269193,5364
"82",1931,"assam",NA,"british territory",NA,"surma valley and hill division",NA,NA,NA,"sylhet",NA,NA,NA,NA,5478,5,11717,NA,548541,8036,NA,540505,2724342,44343,2679999,1407645,27875,1379770,1316697,16468
"83",1931,"assam",NA,"british territory",NA,"surma valley and hill division",NA,NA,NA,"khasi and jaintia hills (british)",NA,NA,NA,NA,2445,2,954,NA,22061,1929,NA,20132,109926,9844,190082,55439,6655,48784,54487,3189
"84",1931,"assam",NA,"british territory",NA,"surma valley and hill division",NA,NA,NA,"naga hills",NA,NA,NA,NA,4293,1,481,NA,47598,760,NA,46838,178844,2759,176085,69536,1697,87839,89308,1062
"85",1931,"assam",NA,"british territory",NA,"surma valley and hill division",NA,NA,NA,"lushai hills",NA,NA,NA,NA,8092,NA,540,NA,22234,NA,NA,22234,124404,NA,124404,59186,NA,59186,65218,NA
"86",1931,"assam",NA,"british territory",NA,"assam valley division",NA,NA,NA,"total",NA,NA,NA,NA,27084,18,17169,NA,996193,28986,NA,967207,4855711,137034,4718677,2592144,86712,2505432,2263567,50322
"87",1931,"assam",NA,"british territory",NA,"assam valley division",NA,NA,NA,"goalpara",NA,NA,NA,NA,3985,3,3188,NA,157961,4292,NA,153669,882748,21442,861306,470273,13141,457132,412475,8301
"88",1931,"assam",NA,"british territory",NA,"assam valley division",NA,NA,NA,"kamrup",NA,NA,NA,NA,3844,3,2738,NA,189035,8127,NA,180908,976746,39028,987718,513345,23403,489942,463401,15625
"89",1931,"assam",NA,"british territory",NA,"assam valley division",NA,NA,NA,"darrang",NA,NA,NA,NA,2842,2,1978,NA,129182,2520,NA,126662,584817,11964,572853,317103,8569,308534,267714,3395
"90",1931,"assam",NA,"british territory",NA,"assam valley division",NA,NA,NA,"nowgong",NA,NA,NA,NA,3896,2,2323,NA,104185,3133,NA,101052,562581,13511,549070,298585,8761,289824,263996,4750
"91",1931,"assam",NA,"british territory",NA,"assam valley division",NA,NA,NA,"sibsagar",NA,NA,NA,NA,5131,4,2284,NA,204036,4948,NA,199088,933326,23175,916181,496288,14173,482115,437038,9002
"92",1931,"assam",NA,"british territory",NA,"assam valley division",NA,NA,NA,"lakhimpur",NA,NA,NA,NA,4234,4,2498,NA,172229,5966,NA,166263,724582,27914,696668,399108,18665,380443,325474,9249
"93",1931,"assam",NA,"british territory",NA,"assam valley division",NA,NA,NA,"garo hills",NA,NA,NA,NA,3152,NA,2160,NA,39565,NA,NA,39565,190911,NA,190911,97442,NA,97442,93469,NA
"94",1931,"assam",NA,"british territory",NA,"sadiya frontier tract",NA,NA,NA,NA,NA,NA,NA,NA,3200,1,373,NA,10697,973,NA,9724,53345,4370,48975,28686,2674,26010,24659,1696
"95",1931,"assam",NA,"british territory",NA,"balipara frontier tract",NA,NA,NA,NA,NA,NA,NA,NA,500,NA,38,NA,1008,NA,NA,1008,5148,NA,5148,3232,NA,3232,1916,NA
"96",1931,"assam states",NA,"total",NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,12390,1,2847,NA,127439,20843,NA,106596,625606,102496,523110,306927,49136,257791,318679,53360
"97",1931,"assam states",NA,"manipur state",NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,8690,1,1372,NA,89151,17463,NA,71688,445606,85804,359802,215815,40157,175658,229791,45647
"98",1931,"assam states",NA,"khasi state",NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,3700,NA,1475,NA,38288,3380,NA,34908,180000,16692,163308,91112,8979,82133,88888,7713
"99",1931,"baluchistan",NA,NA,NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,134636,17,3501,166644,17945,148699,NA,868617,102602,766015,488414,71561,416853,380203,31041,349162
"100",1931,"baluchistan",NA,NA,NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,54228,12,1425,90116,15559,74557,NA,463508,92025,371483,270004,65913,204091,193504,26112,167392
"101",1931,"baluchistan",NA,NA,NA,NA,NA,NA,NA,"baluchistan","quetta pishin",NA,NA,NA,4806,6,376,28172,10806,17366,NA,147541,68757,78784,90302,48727,41575,57239,20030,37209
"102",1931,"baluchistan",NA,NA,NA,NA,NA,NA,NA,"baluchistan","loralai",NA,NA,NA,7525,2,429,16402,780,15622,NA,86087,5321,80766,47936,4070,43866,38151,1251,36900
"103",1931,"baluchistan",NA,NA,NA,NA,NA,NA,NA,"baluchistan","zhob",NA,NA,NA,10315,2,251,12675,1070,11605,NA,57963,6581,51382,34596,5573,29023,23367,1008,22359
"104",1931,"baluchistan",NA,NA,NA,NA,NA,NA,NA,"baluchistan","bolan",NA,NA,NA,359,1,28,1635,434,1201,NA,4688,1834,2854,3466,1455,2011,1222,379,843
"105",1931,"baluchistan",NA,NA,NA,NA,NA,NA,NA,"baluchistan","chagai",NA,NA,NA,20036,NA,72,6187,NA,6187,NA,24224,NA,24224,13721,NA,13721,10503,NA,10503
"106",1931,"baluchistan",NA,NA,NA,NA,NA,NA,NA,"baluchistan","sibi",NA,NA,NA,11187,1,269,25045,2469,22576,NA,143005,9532,133473,79983,6088,73895,63022,3444,59578
"107",1931,"baluchistan",NA,NA,NA,NA,NA,NA,NA,"administered area",NA,NA,NA,NA,3907,1,242,17550,2469,15081,NA,87781,9532,78249,49447,6088,43359,38334,3444,34890
"108",1931,"baluchistan",NA,NA,NA,NA,NA,NA,NA,"mari bugti country",NA,NA,NA,NA,7280,NA,27,7495,NA,7495,NA,55224,NA,55224,30536,NA,30536,24688,NA,24688
"109",1931,"baluchistan",NA,"states",NA,NA,NA,NA,NA,"total","total",NA,NA,NA,80410,5,2076,76528,2386,74142,NA,405109,10577,394532,218410,5648,212762,186699,4929,181770
"110",1931,"baluchistan",NA,"kalat",NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,73278,4,1797,65007,1693,63314,NA,342101,7237,334864,184915,3912,181003,157186,3325,153861
"111",1931,"baluchistan",NA,"sarawan",NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,5230,2,186,6281,1074,5207,NA,28464,4816,23648,15545,2534,13011,12919,2282,10637
"112",1931,"baluchistan",NA,"jhalawan",NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,20795,NA,475,14139,NA,14139,NA,88978,NA,88978,47987,NA,47987,40991,NA,40991
"113",1931,"baluchistan",NA,"kachhi",NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,4060,NA,589,18255,NA,18255,NA,105886,NA,105886,57844,NA,57844,48042,NA,48042
"114",1931,"baluchistan",NA,"dombki kaheri country",NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,1359,NA,123,4592,NA,4592,NA,26953,NA,26953,14553,NA,14553,12400,NA,12400
"115",1931,"baluchistan",NA,"makran",NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,23269,2,305,15464,619,14845,NA,68462,2421,66041,36483,1378,35105,31979,1043,30936
"116",1931,"baluchistan",NA,"kharan",NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,18565,NA,119,6276,NA,6276,NA,23358,NA,23358,12503,NA,12503,10855,NA,10855
"117",1931,"baluchistan",NA,"lae bela",NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,7132,1,279,11521,693,10828,NA,63008,3340,59668,33495,1736,31759,29513,1604,27909
"118",1931,"baroda state",NA,NA,NA,"total",NA,NA,NA,NA,NA,NA,NA,NA,8164,50,2920,562798,136254,426544,NA,2443007,523003,1920004,1257817,272552,985265,1185190,250451,934739
"119",1931,"baroda state",NA,NA,NA,"baroda city",NA,NA,NA,NA,NA,NA,NA,NA,11,2,NA,30120,30120,NA,NA,112860,112860,NA,62744,62744,NA,50116,50116,NA
"120",1931,"baroda state",NA,NA,NA,"amreli division",NA,NA,NA,NA,NA,NA,NA,NA,1077,4,242,36231,8316,27915,NA,173948,36885,137063,88806,18698,70108,85142,18187,66955
"121",1931,"baroda state",NA,NA,NA,"baroda division",NA,NA,NA,NA,NA,NA,NA,NA,1922,17,823,168112,31674,136438,NA,711481,124432,587049,374884,66335,308549,336597,58097,278500
"122",1931,"baroda state",NA,NA,NA,"mehsana division",NA,NA,NA,NA,NA,NA,NA,NA,3068,16,1037,241086,49237,191849,NA,1010007,176747,833260,512421,88608,423813,497586,88139,409447
"123",1931,"baroda state",NA,NA,NA,"navsari division",NA,NA,NA,NA,NA,NA,NA,NA,1811,9,776,80175,14078,66097,NA,404377,60587,343790,203168,30295,172873,201209,30292,170917
"124",1931,"baroda state",NA,NA,NA,"okhamandal",NA,NA,NA,NA,NA,NA,NA,NA,275,2,42,7074,2829,4245,NA,30334,11492,18842,15794,5872,9922,14540,5620,8920
"125",1931,"bengal",NA,NA,"total","total",NA,NA,NA,NA,NA,NA,NA,NA,82955,143,91200,9933075,794756,9138319,NA,51087338,3711940,47375398,26557860,2318209,24239651,24529478,1393731,23135747
"126",1931,"bengal",NA,NA,"british territory","total",NA,NA,NA,NA,NA,NA,NA,NA,77521,138,86618,9743944,789218,8954726,NA,50114002,3684330,46429672,26041698,2301537,23740161,24072304,1382793,22689511
"127",1931,"bengal",NA,NA,"british territory","burdwan division",NA,NA,NA,"total",NA,NA,NA,NA,13984,36,22383,1940601,210239,1730362,NA,8647189,815401,7831788,4452882,492538,3960344,4194307,322863,3871444
"128",1931,"bengal",NA,NA,"british territory","burdwan division",NA,NA,NA,"burdwan",NA,NA,NA,NA,2705,9,2631,386504,34250,352254,NA,1575699,129885,1445814,814891,76652,738239,760808,53233,707575
"129",1931,"bengal",NA,NA,"british territory","burdwan division",NA,NA,NA,"birbhum",NA,NA,NA,NA,1699,2,2402,212820,4444,208376,NA,947554,20877,926677,472687,11614,461073,474867,9263,465604
"130",1931,"bengal",NA,NA,"british territory","burdwan division",NA,NA,NA,"bankura",NA,NA,NA,NA,2625,4,3476,236319,14310,222009,NA,1111721,67242,1044479,557074,34896,522178,554647,32346,522301
"131",1931,"bengal",NA,NA,"british territory","burdwan division",NA,NA,NA,"midnapore",NA,NA,NA,NA,5245,9,10583,597222,33923,563299,NA,2799093,138584,2660509,1417025,76848,1340177,1382068,61736,1320332
